GCIF,Area,Jalur_Pembukaan,Vintage,Usia,Jenis_Kelamin,Status_Perkawinan,Jumlah_Anak,Pendidikan,Produk_Tabungan,Produk_Deposito,Produk_Kartu_Kredit,Produk_Kredit_Rumah,Produk_Kredit_Kendaraan,Produk_Kredit_Dana_Tunai,Total_Kepemilikan_Produk,Pendapatan_Tahunan,Total_Relationship_Balance
G14499,Bandung,Aplikasi Digital,< 1 Tahun,36,Laki-laki,Menikah,2,Sarjana,1,1,1,1,1,1,6,377,631249404
G12606,Jakarta,Telemarketing,< 1 Tahun,41,Perempuan,Menikah,0,Sarjana,1,1,1,1,1,1,6,481,505169228
G18896,Surabaya,Aplikasi Digital,< 1 Tahun,48,Laki-laki,Menikah,3,Sarjana,1,1,1,1,1,1,6,527,342260200
G07764,Bogor,Telemarketing,< 1 Tahun,57,Laki-laki,Cerai,1,Sarjana,1,1,1,1,1,1,6,430,104797524
G19326,Solo,Telemarketing,< 1 Tahun,44,Laki-laki,Cerai,1,Sarjana,1,1,1,1,1,1,6,391,196955312
G10610,Jakarta,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,1,1,1,1,6,286,237412376
G10720,Bandung,Telemarketing,< 1 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,1,1,1,1,1,6,238,878688926
G20762,Bandung,Aplikasi Digital,< 1 Tahun,,Perempuan,Janda/Duda,1,Sarjana,1,1,1,1,1,1,6,190,87879762
G20007,Solo,Aplikasi Digital,< 1 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,1,1,1,1,1,6,214,128213708
G21365,Bandung,Cabang,< 1 Tahun,21,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,325,447186987
G08801,Bandung,Telemarketing,< 1 Tahun,21,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,288,274339090
G23728,Jakarta,Cabang,< 1 Tahun,26,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,484,162927945
G10418,Surabaya,Internet Banking,< 1 Tahun,29,Perempuan,Menikah,1,Sarjana,1,0,0,0,0,0,1,440,51516961
G07848,Solo,Internet Banking,< 1 Tahun,28,Laki-laki,Menikah,2,Sarjana,1,0,0,0,0,0,1,148,477514537
G05255,Jogja,Cabang,< 1 Tahun,49,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,317,290494446
G10266,Solo,Internet Banking,< 1 Tahun,56,Perempuan,Cerai,4,Sarjana,1,0,0,0,0,0,1,429,228670018
G26250,Jakarta,Internet Banking,< 1 Tahun,40,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,273,345876925
G26747,Jakarta,Telemarketing,< 1 Tahun,47,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,486,39590152
G08249,Solo,Aplikasi Digital,< 1 Tahun,49,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,475,458507842
G19906,Jogja,Aplikasi Digital,< 1 Tahun,31,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,292,153277640
G12089,Jakarta,Telemarketing,< 1 Tahun,40,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,437,233734604
G26879,Surabaya,Telemarketing,< 1 Tahun,67,Laki-laki,Menikah,1,Sarjana,0,0,0,0,0,1,1,821,205401724
G21377,Jakarta,Telemarketing,< 1 Tahun,50,Perempuan,Menikah,3,Sarjana,1,0,0,0,0,0,1,632,39053839
G17784,Bandung,Aplikasi Digital,< 1 Tahun,20,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,172,124019659
G02235,Jakarta,Telemarketing,< 1 Tahun,32,Perempuan,Menikah,4,Sarjana,1,0,0,0,0,0,1,125,258479800
G14719,Solo,Cabang,< 1 Tahun,54,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,417,247717887
G27802,Jakarta,Telemarketing,< 1 Tahun,43,Perempuan,Cerai,1,Sarjana,1,0,0,0,0,0,1,768,9088696
G21391,Bandung,Internet Banking,< 1 Tahun,42,Laki-laki,Cerai,3,Sarjana,1,0,0,0,0,0,1,308,261028449
G18144,Jakarta,Telemarketing,< 1 Tahun,60,Laki-laki,Cerai,3,Sarjana,1,0,0,0,0,0,1,355,258855724
G26486,Bandung,Aplikasi Digital,< 1 Tahun,60,Laki-laki,Menikah,3,Sarjana,0,1,0,0,0,0,1,522,30658114
G23504,Jogja,Aplikasi Digital,< 1 Tahun,56,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,434,379037054
G18299,Solo,Cabang,< 1 Tahun,50,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,392,121712846
G00542,Jakarta,Aplikasi Digital,< 1 Tahun,57,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,491,236005140
G25675,Surabaya,Internet Banking,< 1 Tahun,70,Laki-laki,Menikah,0,Sarjana,0,0,0,1,0,0,1,357,490002253
G26999,Jakarta,Telemarketing,< 1 Tahun,70,Laki-laki,Menikah,1,Sarjana,0,0,0,0,0,1,1,382,451935131
G25497,Bandung,Aplikasi Digital,< 1 Tahun,69,Perempuan,Menikah,4,Sarjana,0,0,0,1,0,0,1,778,374069211
G26071,Surabaya,Internet Banking,< 1 Tahun,64,Laki-laki,Menikah,2,Sarjana,0,0,0,1,0,0,1,694,114582487
G27140,Bogor,Cabang,< 1 Tahun,60,Laki-laki,Cerai,4,Sarjana,1,0,0,0,0,0,1,862,3223207
G28082,Solo,Internet Banking,< 1 Tahun,51,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,0,1,823,25798086
G25030,Bandung,Cabang,< 1 Tahun,67,Perempuan,Menikah,0,Sarjana,0,0,0,0,1,0,1,813,382350703
G21112,Jakarta,Telemarketing,< 1 Tahun,52,Laki-laki,Menikah,3,Sarjana,1,0,0,0,0,0,1,599,399121279
G01216,Jogja,Aplikasi Digital,< 1 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,0,0,0,0,0,1,350,41389737
G08300,Jakarta,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,0,0,0,0,0,1,178,90529858
G08810,Jakarta,Aplikasi Digital,< 1 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,0,0,0,0,0,1,492,24941485
G18620,Bandung,Internet Banking,< 1 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,0,0,0,0,0,1,219,223768192
G21096,Bandung,Cabang,< 1 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,0,0,0,0,0,1,472,365889856
G22379,Jogja,Cabang,< 1 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,0,0,0,0,0,1,258,95600934
G20321,Bandung,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,0,0,0,0,0,1,229,128955064
G03596,Surabaya,Cabang,< 1 Tahun,26,Laki-laki,Belum Menikah,0,Sarjana,1,0,1,0,0,0,2,333,200641847
G05121,Surabaya,Telemarketing,< 1 Tahun,27,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,130,137580377
G11255,Jakarta,Aplikasi Digital,< 1 Tahun,28,Laki-laki,Menikah,0,Sarjana,1,0,0,1,0,0,2,152,383877393
G00515,Surabaya,Aplikasi Digital,< 1 Tahun,34,Perempuan,Menikah,0,Sarjana,1,0,0,0,1,0,2,440,376895177
G15731,Jogja,Cabang,< 1 Tahun,24,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,419,399751825
G04989,Bandung,Internet Banking,< 1 Tahun,20,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,478,65322616
G17280,Solo,Internet Banking,< 1 Tahun,29,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,482,200453134
G04548,Surabaya,Aplikasi Digital,< 1 Tahun,26,Laki-laki,Menikah,1,Sarjana,1,1,0,0,0,0,2,380,38242103
G05184,Bandung,Telemarketing,< 1 Tahun,33,Laki-laki,Menikah,3,Sarjana,1,0,0,1,0,0,2,385,333851338
G00665,Bogor,Telemarketing,< 1 Tahun,31,Laki-laki,Menikah,2,Sarjana,1,0,0,1,0,0,2,491,313540827
G18855,Bandung,Internet Banking,< 1 Tahun,31,Perempuan,Belum Menikah,0,Sarjana,1,0,1,0,0,0,2,183,20782425
G13784,Jakarta,Aplikasi Digital,< 1 Tahun,26,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,212,290199372
G05597,Solo,Internet Banking,< 1 Tahun,33,Laki-laki,Menikah,2,Sarjana,1,0,0,0,0,1,2,428,212499011
G10155,Jakarta,Telemarketing,< 1 Tahun,22,Perempuan,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,480,409176705
G07803,Surabaya,Telemarketing,< 1 Tahun,33,Laki-laki,Menikah,0,Sarjana,1,0,0,1,0,0,2,144,195938231
G24688,Bandung,Aplikasi Digital,< 1 Tahun,28,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,338,430252200
G05991,Bandung,Cabang,< 1 Tahun,34,Laki-laki,Menikah,4,Sarjana,1,0,0,1,0,0,2,138,416594011
G08926,Bandung,Cabang,< 1 Tahun,30,Laki-laki,Menikah,3,Sarjana,1,0,0,1,0,0,2,216,147936324
G21245,Bandung,Telemarketing,< 1 Tahun,27,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,1,0,0,2,271,131581801
G14967,Bandung,Telemarketing,< 1 Tahun,45,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,544,287489157
G23997,Solo,Aplikasi Digital,< 1 Tahun,47,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,501,28355595
G14432,Bandung,Internet Banking,< 1 Tahun,46,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,582,49073962
G25168,Bogor,Internet Banking,< 1 Tahun,43,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,556,225740262
G11081,Jakarta,Telemarketing,< 1 Tahun,41,Perempuan,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,429,70712475
G27099,Bandung,Aplikasi Digital,< 1 Tahun,41,Perempuan,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,439,414365328
G02850,Bandung,Aplikasi Digital,< 1 Tahun,34,Laki-laki,Menikah,1,Sarjana,1,0,0,1,0,0,2,269,144444944
G05173,Surabaya,Internet Banking,< 1 Tahun,48,Laki-laki,Cerai,4,Sarjana,1,1,0,0,0,0,2,475,179610925
G25741,Surabaya,Internet Banking,< 1 Tahun,40,Laki-laki,Cerai,1,Sarjana,1,1,0,0,0,0,2,541,247725945
G10827,Jakarta,Aplikasi Digital,< 1 Tahun,28,Laki-laki,Menikah,1,Sarjana,1,0,0,1,0,0,2,436,126273712
G18237,Surabaya,Telemarketing,< 1 Tahun,31,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,207,158793574
G23856,Jogja,Internet Banking,< 1 Tahun,20,Laki-laki,Belum Menikah,0,Sarjana,1,0,1,0,0,0,2,434,278580383
G16749,Jakarta,Aplikasi Digital,< 1 Tahun,32,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,255,99203924
G24975,Jakarta,Telemarketing,< 1 Tahun,69,Perempuan,Menikah,2,Sarjana,0,0,0,1,0,1,2,322,384814997
G14696,Solo,Internet Banking,< 1 Tahun,58,Laki-laki,Belum Menikah,0,Sarjana,1,0,1,0,0,0,2,408,8500517
G25233,Bandung,Cabang,< 1 Tahun,38,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,461,339515363
G23401,Solo,Aplikasi Digital,< 1 Tahun,53,Perempuan,Menikah,0,Sarjana,0,0,0,1,0,1,2,750,153493432
G13574,Jakarta,Aplikasi Digital,< 1 Tahun,36,Perempuan,Menikah,3,Sarjana,1,0,0,1,0,0,2,302,1535097
G06730,Jakarta,Telemarketing,< 1 Tahun,43,Perempuan,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,570,393601783
G07106,Jakarta,Aplikasi Digital,< 1 Tahun,45,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,496,245182971
G15480,Surabaya,Cabang,< 1 Tahun,43,Laki-laki,Belum Menikah,0,Sarjana,1,0,1,0,0,0,2,286,388269380
G12451,Solo,Aplikasi Digital,< 1 Tahun,49,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,572,424900175
G11900,Jakarta,Cabang,< 1 Tahun,54,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,787,410324621
G14173,Bandung,Telemarketing,< 1 Tahun,24,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,1,0,0,2,371,404170293
G23987,Jakarta,Telemarketing,< 1 Tahun,65,Laki-laki,Menikah,1,Sarjana,0,1,0,1,0,0,2,819,179484323
G25647,Jogja,Telemarketing,< 1 Tahun,65,Laki-laki,Menikah,2,Sarjana,0,0,0,1,0,1,2,720,65315249
G04599,Bandung,Cabang,< 1 Tahun,46,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,433,158809627
G14908,Bandung,Aplikasi Digital,< 1 Tahun,35,Perempuan,Menikah,4,Sarjana,1,0,0,0,0,1,2,430,380363636
G26576,Bandung,Telemarketing,< 1 Tahun,64,Laki-laki,Menikah,4,Sarjana,0,1,0,1,0,0,2,615,80389986
G11848,Surabaya,Telemarketing,< 1 Tahun,36,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,443,137681821
G19245,Surabaya,Aplikasi Digital,< 1 Tahun,46,Laki-laki,Belum Menikah,0,Sarjana,1,0,1,0,0,0,2,348,388214086
G26684,Bandung,Telemarketing,< 1 Tahun,59,Laki-laki,Cerai,0,Sarjana,1,0,0,1,0,0,2,379,253102671
G23899,Solo,Telemarketing,< 1 Tahun,44,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,565,285170508
G21940,Jakarta,Telemarketing,< 1 Tahun,31,Perempuan,Belum Menikah,0,Sarjana,1,0,0,1,0,0,2,424,417558170
G16378,Solo,Cabang,< 1 Tahun,31,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,399,101305950
G05720,Jogja,Internet Banking,< 1 Tahun,31,Laki-laki,Menikah,4,Sarjana,1,0,0,0,0,1,2,330,369028663
G21970,Solo,Cabang,< 1 Tahun,24,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,345,387959685
G05719,Bandung,Telemarketing,< 1 Tahun,45,Perempuan,Cerai,0,Sarjana,1,0,0,0,0,1,2,473,267916534
G12616,Jakarta,Cabang,< 1 Tahun,49,Perempuan,Menikah,1,Sarjana,1,0,0,1,0,0,2,448,363593001
G10900,Jakarta,Telemarketing,< 1 Tahun,28,Perempuan,Menikah,2,Sarjana,1,0,0,0,0,1,2,301,333000316
G24318,Solo,Cabang,< 1 Tahun,47,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,543,421026100
G16218,Bogor,Telemarketing,< 1 Tahun,48,Laki-laki,Cerai,1,Sarjana,1,0,0,1,0,0,2,600,280031531
G25010,Bandung,Cabang,< 1 Tahun,68,Laki-laki,Menikah,3,Sarjana,0,1,0,1,0,0,2,417,401403886
G01729,Surabaya,Aplikasi Digital,< 1 Tahun,27,Perempuan,Menikah,0,Sarjana,1,1,0,0,0,0,2,319,272349778
G25286,Bandung,Internet Banking,< 1 Tahun,36,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,1,0,2,538,357408984
G05931,Surabaya,Telemarketing,< 1 Tahun,43,Laki-laki,Cerai,0,Sarjana,1,1,0,0,0,0,2,455,150433598
G11010,Jogja,Cabang,< 1 Tahun,41,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,269,226964068
G04936,Jogja,Internet Banking,< 1 Tahun,25,Laki-laki,Menikah,1,Sarjana,1,0,0,0,0,1,2,224,334498268
G10605,Surabaya,Aplikasi Digital,< 1 Tahun,27,Laki-laki,Menikah,2,Sarjana,1,0,0,1,0,0,2,211,422959680
G05411,Solo,Telemarketing,< 1 Tahun,28,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,1,0,2,366,72328695
G23140,Jogja,Aplikasi Digital,< 1 Tahun,49,Perempuan,Cerai,3,Sarjana,1,0,0,0,0,1,2,435,228297574
G21552,Bandung,Cabang,< 1 Tahun,50,Perempuan,Cerai,0,Sarjana,1,0,0,1,0,0,2,499,140982095
G06866,Solo,Aplikasi Digital,< 1 Tahun,29,Laki-laki,Menikah,1,Sarjana,1,0,0,1,0,0,2,279,61829779
G08853,Jakarta,Telemarketing,< 1 Tahun,32,Laki-laki,Menikah,4,Sarjana,1,0,0,0,0,1,2,472,246197217
G00571,Jakarta,Telemarketing,< 1 Tahun,32,Laki-laki,Menikah,2,Sarjana,1,0,0,0,0,1,2,201,126334166
G08061,Solo,Cabang,< 1 Tahun,31,Laki-laki,Menikah,1,Sarjana,1,0,0,1,0,0,2,150,101380669
G00946,Bogor,Cabang,< 1 Tahun,20,Perempuan,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,236,26807430
G21783,Bogor,Telemarketing,< 1 Tahun,55,Laki-laki,Menikah,0,Sarjana,1,0,0,0,0,1,2,722,432910993
G06984,Surabaya,Cabang,< 1 Tahun,31,Laki-laki,Menikah,1,Sarjana,1,0,0,0,0,1,2,238,372232409
G14526,Surabaya,Internet Banking,< 1 Tahun,47,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,463,428470379
G24083,Surabaya,Cabang,< 1 Tahun,67,Laki-laki,Menikah,2,Sarjana,0,1,0,0,0,1,2,726,391421664
G05500,Solo,Telemarketing,< 1 Tahun,33,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,334,360991369
G07172,Solo,Telemarketing,< 1 Tahun,28,Perempuan,Menikah,0,Sarjana,1,0,0,0,0,1,2,380,209188503
G24757,Bandung,Cabang,< 1 Tahun,33,Perempuan,Belum Menikah,0,Sarjana,1,0,0,1,0,0,2,205,385372235
G12645,Bandung,Cabang,< 1 Tahun,25,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,1,0,2,180,256395298
G02792,Jogja,Internet Banking,< 1 Tahun,31,Perempuan,Menikah,3,Sarjana,1,0,0,0,0,1,2,394,125978060
G05180,Solo,Aplikasi Digital,< 1 Tahun,30,Perempuan,Menikah,3,Sarjana,1,0,0,1,0,0,2,258,151483995
G20875,Bandung,Internet Banking,< 1 Tahun,48,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,556,137708941
G22700,Jakarta,Telemarketing,< 1 Tahun,52,Laki-laki,Cerai,0,Sarjana,1,0,0,1,0,0,2,281,382780098
G08467,Bandung,Cabang,< 1 Tahun,56,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,727,374967882
G26062,Surabaya,Cabang,< 1 Tahun,26,Perempuan,Belum Menikah,0,Sarjana,1,0,1,0,0,0,2,231,428045325
G19738,Bandung,Aplikasi Digital,< 1 Tahun,40,Laki-laki,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,600,425620916
G01950,Surabaya,Aplikasi Digital,< 1 Tahun,26,Perempuan,Belum Menikah,0,Sarjana,1,1,0,0,0,0,2,346,209453595
G15050,Jakarta,Telemarketing,< 1 Tahun,23,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,1,0,2,237,186382580
G20070,Jogja,Telemarketing,< 1 Tahun,49,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,560,149537532
G14918,Solo,Cabang,< 1 Tahun,35,Perempuan,Menikah,1,Sarjana,1,0,0,1,0,0,2,573,443697868
G27033,Solo,Aplikasi Digital,< 1 Tahun,45,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,1,0,2,400,137654329
G18408,Bandung,Aplikasi Digital,< 1 Tahun,40,Laki-laki,Menikah,0,Sarjana,1,0,0,1,0,0,2,339,276673210
G07651,Surabaya,Telemarketing,< 1 Tahun,55,Perempuan,Cerai,1,Sarjana,1,0,0,0,0,1,2,348,134664052
G00562,Jogja,Internet Banking,< 1 Tahun,44,Laki-laki,Cerai,1,Sarjana,1,0,1,0,0,0,2,361,196891090
G03636,Jogja,Internet Banking,< 1 Tahun,44,Perempuan,Cerai,0,Sarjana,1,0,0,0,0,1,2,550,199223250
G23210,Jakarta,Telemarketing,< 1 Tahun,51,Laki-laki,Menikah,1,Sarjana,0,1,0,0,0,1,2,328,219590463
G19822,Bandung,Internet Banking,< 1 Tahun,54,Laki-laki,Menikah,3,Sarjana,1,0,0,1,0,0,2,402,285565879
G19162,Bandung,Telemarketing,< 1 Tahun,35,Laki-laki,Belum Menikah,0,Sarjana,1,0,1,0,0,0,2,552,147454990
G19032,Solo,Telemarketing,< 1 Tahun,50,Laki-laki,Menikah,1,Sarjana,1,0,0,1,0,0,2,766,374464853
G20419,Solo,Cabang,< 1 Tahun,51,Laki-laki,Menikah,1,Sarjana,1,0,0,1,0,0,2,851,155184495
G20854,Solo,Internet Banking,< 1 Tahun,50,Laki-laki,Cerai,4,Sarjana,1,0,0,1,0,0,2,799,195082840
G15178,Surabaya,Aplikasi Digital,< 1 Tahun,59,Laki-laki,Cerai,1,Sarjana,1,0,0,0,0,1,2,626,316419987
G06251,Solo,Cabang,< 1 Tahun,44,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,330,443862067
G17840,Bandung,Aplikasi Digital,< 1 Tahun,46,Laki-laki,Menikah,1,Sarjana,1,0,0,0,1,0,2,426,378448072
G11997,Solo,Internet Banking,< 1 Tahun,49,Perempuan,Menikah,4,Sarjana,1,0,0,0,0,1,2,332,109036515
G00346,Bandung,Internet Banking,< 1 Tahun,45,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,598,280024445
G23754,Solo,Aplikasi Digital,< 1 Tahun,66,Perempuan,Menikah,0,Sarjana,0,0,1,1,0,0,2,514,157734650
G22984,Solo,Cabang,< 1 Tahun,55,Perempuan,Menikah,4,Sarjana,1,0,0,1,0,0,2,606,166108939
G24889,Solo,Cabang,< 1 Tahun,65,Perempuan,Menikah,1,Sarjana,0,1,0,1,0,0,2,523,244611003
G24623,Bandung,Cabang,< 1 Tahun,68,Perempuan,Menikah,4,Sarjana,0,0,0,1,1,0,2,726,308595970
G26506,Bandung,Cabang,< 1 Tahun,40,Perempuan,Cerai,0,Sarjana,1,0,0,0,1,0,2,724,392141604
G25679,Jogja,Telemarketing,< 1 Tahun,53,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,1,0,0,2,345,350135761
G21788,Jogja,Aplikasi Digital,< 1 Tahun,53,Laki-laki,Menikah,3,Sarjana,1,0,0,1,0,0,2,738,138684182
G20167,Surabaya,Telemarketing,< 1 Tahun,48,Laki-laki,Cerai,1,Sarjana,1,0,0,1,0,0,2,343,310616251
G26692,Solo,Internet Banking,< 1 Tahun,63,Perempuan,Menikah,4,Sarjana,0,1,0,1,0,0,2,881,37562318
G25463,Jogja,Telemarketing,< 1 Tahun,67,Perempuan,Menikah,0,Sarjana,0,1,0,1,0,0,2,750,179279272
G26946,Solo,Aplikasi Digital,< 1 Tahun,50,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,615,251079674
G22751,Bandung,Aplikasi Digital,< 1 Tahun,52,Laki-laki,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,459,324112570
G03033,Bogor,Telemarketing,< 1 Tahun,53,Perempuan,Belum Menikah,0,Sarjana,1,0,0,0,0,1,2,481,363556605
G27650,Solo,Aplikasi Digital,< 1 Tahun,64,Laki-laki,Menikah,4,Sarjana,0,1,0,1,0,0,2,545,231235985
G27453,Surabaya,Cabang,< 1 Tahun,59,Perempuan,Belum Menikah,0,Sarjana,1,0,1,0,0,0,2,849,190144149
G24061,Bandung,Cabang,< 1 Tahun,52,Perempuan,Cerai,2,Sarjana,1,0,0,1,0,0,2,632,54360588
G26388,Solo,Internet Banking,< 1 Tahun,64,Laki-laki,Menikah,2,Sarjana,0,1,0,1,0,0,2,877,30982806
G25155,Bogor,Aplikasi Digital,< 1 Tahun,64,Laki-laki,Menikah,1,Sarjana,0,0,0,1,0,1,2,587,398199863
G20433,Jakarta,Telemarketing,< 1 Tahun,54,Laki-laki,Menikah,2,Sarjana,1,0,0,1,0,0,2,854,358588704
G25891,Surabaya,Aplikasi Digital,< 1 Tahun,65,Perempuan,Menikah,2,Sarjana,0,0,0,1,0,1,2,754,319847632
G27323,Surabaya,Internet Banking,< 1 Tahun,61,Laki-laki,Menikah,1,Sarjana,0,0,0,1,0,1,2,535,287929169
G14747,Bandung,Aplikasi Digital,< 1 Tahun,43,Laki-laki,Cerai,1,Sarjana,1,1,0,0,0,0,2,332,43328466
G24725,Solo,Internet Banking,< 1 Tahun,61,Perempuan,Menikah,3,Sarjana,0,0,0,0,1,1,2,853,24042252
G00873,Surabaya,Internet Banking,< 1 Tahun,56,Laki-laki,Cerai,0,Sarjana,1,0,0,0,0,1,2,253,50654984
G02414,Bandung,Internet Banking,< 1 Tahun,43,Laki-laki,Cerai,2,Sarjana,1,0,0,0,0,1,2,300,25278100
G03961,Bandung,Aplikasi Digital,< 1 Tahun,48,Perempuan,Cerai,1,Sarjana,1,1,0,0,0,0,2,161,58642120
G08485,Bandung,Aplikasi Digital,< 1 Tahun,60,Perempuan,Cerai,1,Sarjana,1,1,0,0,0,0,2,328,415411022
G11754,Bandung,Cabang,< 1 Tahun,53,Laki-laki,Cerai,0,Sarjana,1,0,0,1,0,0,2,265,159915772
G13397,Bandung,Internet Banking,< 1 Tahun,43,Laki-laki,Cerai,2,Sarjana,1,0,0,0,0,1,2,434,31123154
G20461,Bandung,Telemarketing,< 1 Tahun,48,Laki-laki,Cerai,1,Sarjana,1,0,1,0,0,0,2,486,262578163
G22605,Bandung,Aplikasi Digital,< 1 Tahun,52,Laki-laki,Cerai,2,Sarjana,1,0,0,0,0,1,2,287,180667201
G01101,Bandung,Internet Banking,< 1 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,1,0,0,0,0,2,83,97225773
G01703,Surabaya,Aplikasi Digital,< 1 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,0,0,1,0,0,2,373,256620574
G00098,Surabaya,Cabang,< 1 Tahun,,Laki-laki,Janda/Duda,3,Sarjana,1,1,0,0,0,0,2,315,304360824
G00070,Jogja,Internet Banking,< 1 Tahun,,Perempuan,Janda/Duda,0,Sarjana,1,0,0,0,0,1,2,171,186915232
G00962,Bandung,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,0,0,1,0,0,2,254,140390893
G07000,Jogja,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,2,Sarjana,1,1,0,0,0,0,2,189,255796324
G07060,Bandung,Cabang,< 1 Tahun,,Perempuan,Janda/Duda,1,Sarjana,1,0,0,1,0,0,2,381,311657229
G08706,Solo,Telemarketing,< 1 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,0,0,0,0,1,2,162,209692670
G09017,Bandung,Cabang,< 1 Tahun,,Laki-laki,Janda/Duda,1,Sarjana,1,0,0,0,0,1,2,421,190368654
G09609,Jogja,Aplikasi Digital,< 1 Tahun,,Laki-laki,Janda/Duda,0,Sarjana,1,1,0,0,0,0,2,301,318599271
G10260,Jakarta,Telemarketing,< 1 Tahun,,Perempuan,Janda/Duda,3,Sarjana,1,1,0,0,0,0,2,375,212390115
